,author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count
30,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","If Michigan can continue to have the winning culture they had last season I honestly don’t care how they go about recruiting, NIL, etc.",2022-06-29 19:25:18+00:00,4,25,116,2
31,391022333,BaileyIAm,274,7910,just a loser with two (2) dogs,in an existential crisis,"I really hope there's no mind readers around me because my brain has been repeating that ""If you spelled applesauce with a B"" song for an hour and I'm not sure that's sustainable for a person",2022-06-29 19:25:04+00:00,0,0,0,0
32,172170250,flyyrxpop,605,78687,@flyyrxgaming @thepartypod @bpm_616 ————-cultivating consciousness through conversation.,5th dimension,today i’m grateful for a hot shower. people really sleep on how much of a luxury this is.,2022-06-29 17:54:56+00:00,0,1,0,0
33,172170250,flyyrxpop,605,78687,@flyyrxgaming @thepartypod @bpm_616 ————-cultivating consciousness through conversation.,5th dimension,"with that being said, i’m challenging myself and all my followers to create a thankful thread where everyday we post at least one thing that we’re grateful for. feel free to join in!",2022-06-29 17:54:56+00:00,0,6,0,0
34,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",I think we forget that Michigan landed a lot of recruits in the 2022 class after the 2021 season played out,2022-06-29 17:21:34+00:00,0,6,17,0
35,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",The worst part about this recruiting talk is that Michigan was literally the best team in the field outside of two teams last season and now that all of a sudden doesn’t matter,2022-06-29 16:54:45+00:00,0,9,20,0
36,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",The “Harbaugh NFL” thing is not playing as big of a factor in recruiting as some people are saying it is,2022-06-29 16:12:57+00:00,2,27,117,1
37,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,when will it stop itching??,2022-06-29 03:50:51+00:00,0,0,0,0
38,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"I miss being laid up so much, this sleeping alone Shìt dead.",2022-06-29 03:43:19+00:00,0,0,0,0
39,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"Just like that, the #January6thCommiteeHearings effectively covered up Ghislaine Maxwell’s sentencing today for crimes that involved many on the Committee and their counterparts.",2022-06-29 03:15:52+00:00,2,0,4,1
40,1427049347280220161,ILoveBitmart,50,407,"hard working, libertarian, meme loving, artistic crocheter & not brainwashed https://t.co/ENN2BJN3O3","owl's head, ME",just waiting to hear the announcement of 245 Trioxin any day day #checkyourpoo #2face #BETAwards #MODIJIextendNEETUG #Zombies #conspiracy #Corruption,2022-06-29 01:34:38+00:00,2,0,1,0
41,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I just got invited running Wtff I need some braids asap 🙄,2022-06-28 23:05:48+00:00,0,0,0,0
42,954578041,JKatje,120,3407,http://t.co/pKGUKtWP7G,"Grand Rapids, MI",Watched the Unrivaled: Wings/Avs documentary last night. So many emotional memories from a very different time in hockey. Incredibly well done. #LGRW,2022-06-28 19:05:47+00:00,0,0,0,0
43,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",Halfway through the day and still zero customers :(,2022-06-28 17:49:49+00:00,0,2,10,0
44,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",I’ve upset the boujee coffee drinkers I think,2022-06-28 17:05:03+00:00,0,1,4,0
45,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","Full on kool-aid drinking tweet right here, but

I seriously think Michigan has a top 10 group at every position on offense except *maybe* QB next season",2022-06-28 16:20:58+00:00,2,6,33,0
46,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","Just was able to watch the Wings-Avs documentary, man I wish I was alive for those games",2022-06-28 15:56:53+00:00,2,29,71,3
47,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I’m sick my Shein order come the day after the 4th,2022-06-28 13:12:10+00:00,0,0,0,0
48,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"Official definition of TERRORISM: “The unlawful use of violence and intimidation, especially against civilians, in pursuit of political aims.” 

Where is America’s new “Domestic Terrorism Task Force?” 

You have one job. 

#RoeVWadeprotest",2022-06-28 03:22:30+00:00,0,1,1,0
49,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,I think I’m about to die tbh,2022-06-28 03:11:29+00:00,0,0,0,0
50,1420736848394137603,trixie1111111,71,694,777,,i was so excited to give my man a spa night after a long day of work. but he just wants to play minecraft with his friends🥲,2022-06-28 02:52:22+00:00,0,0,0,0
51,1124454815935811586,fairyp0op,75,2350,"(hailey, any pns)(eat my ass)(taurus☀️,cap🌑, sag🌅)",,MAGGIE I LOVE U HI MAGGIE,2022-06-28 01:16:03+00:00,0,0,0,0
52,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,my calves are definitely gonna be bigger than my thighs by the end of summer,2022-06-28 01:11:27+00:00,0,0,1,0
53,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",It does not feel like my birthday tomorrow… being old sucks 😓,2022-06-28 01:00:53+00:00,0,1,9,0
54,1072310156,MrKatsu_,133,2962,(toe knee)⚜️//Sony A7IV - Nikon F3// artist,Somewhere,How tf did I just got yelled at because my sister couldn’t find something in the fridge 🤡,2022-06-28 00:14:46+00:00,0,0,0,0
55,172170250,flyyrxpop,605,78687,@flyyrxgaming @thepartypod @bpm_616 ————-cultivating consciousness through conversation.,5th dimension,I need to hear a comedian do a bit about the blue lives matter flag in relation to snitches lol,2022-06-27 22:35:29+00:00,0,0,0,0
56,2499398126,cablebox666,320,32250,movies & seattle sports tweeted about here. born & raised in seattle.,14 day limit,a funny thing in seattle is people will complain about good weather,2022-06-27 20:03:53+00:00,1,2,4,0
57,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","Michigan could really roll out a starting lineup with heights of 

6’2
6’7
6’7
6’8
7’1

And all five can legitimately shoot the three",2022-06-27 18:22:45+00:00,8,15,338,4
58,6109452,billyfens,330,11362,"Husband/Daddy in Lebanon, PA.
Deconstructivist.
Nosey know-it-all on the Net.
Not a big fan of events or ceremony.","Lebanon, PA","""On this site, European-Americans did something oppressive &amp;/or dickish to the Native people.""

Most every Western US landmark.",2022-06-27 18:16:46+00:00,0,0,3,0
59,125460762,kkrause99,2662,37223,"""Only two forces have ever offered to die for you: Jesus Christ & the American soldier. One died for your soul, the other for your freedom""-DE O'Brien Sgt USMC",MIDMO,"“When you were born, you cried and the world rejoiced. Live your life so that when you die, the world cries and you rejoice.” -Cherokee",2022-06-27 17:09:46+00:00,2,0,6,0
60,1245137375887425537,WubzBabyK,1783,17632,𝕋𝕂𝔸 𝟛.𝟛.𝟚𝟚 • ℝ𝕚𝕡 ℂ𝕋𝔽 • 𝕃𝕒𝕓 𝔾𝕣𝕠𝕦𝕡 𝟜 𝕃𝕚𝕗𝕖 🔬🖤 • Wakaan 👐🏼,Cancer ☽ Aquarius ↑ Capricorn ,Holy shit Electric Forest was one for the books,2022-06-27 15:06:12+00:00,10,1,59,0
61,4869546503,denise_ricole,704,7248,"IG:iamricoledenise SC:ricole_denise 📍Miami,Fl✨BossGirl ✨","Miami, FL",I feel horrible,2022-06-27 14:08:35+00:00,0,0,1,0
62,903272154761793536,AbbieNicholas2,1226,5859,married to a cowboy @taylornichola20 | academy mortgage loan officer NMLS # 1736012 | ID + CO + UT + WY,"Wyoming, USA","What goes through my head as someone who has been trying to get pregnant for 5 yrs…
Scenario:
1 day late for period
My brain:
-It’s happening! Take a test right now
-Wait. Don’t take a test. This has happened before. You’ll just hurt your own feelings
-But this feels *different*",2022-06-27 13:16:57+00:00,2,6,63,0
63,1023527873897005057,Holden_WX,2278,12088,"Weather + outdoors. | #SCnative turned #Oregonian AM Meteorologist @KTVL | @UNCCweather Alum Christ Follower, hiker, photographer & coffee addict.","Oregon, USA",currently brushing my teeth in an open field with the Tetons on the horizon and bison beside me. Life is good folks.,2022-06-27 11:56:02+00:00,0,2,35,0
64,4583957783,MiamiDagreat,1435,25899,🇯🇲+🇭🇹+🇹🇹over the road truck driving trainer and a Sagittarius man and hometown Miami Broward boy till I die single Father love my son 🧑🏽‍🦱,Atlanta ✈Miami  ,Can someone tell me what happened to Covid-19 it just went a way 🤔,2022-06-27 09:14:45+00:00,0,0,0,0
65,746922085251846145,sidneey_breanna,342,11208,I live and I love 💛 // I’m here for a good time not a long time 🥰,sleeping or out & about,These past couple of days with my family have been truly amazing I missed them 😭❤️ it sucks they live all the way over here but I’m grateful when I do see them 💗,2022-06-27 07:34:27+00:00,0,0,2,0
66,396265535,JeffMartinez24,386,13324,Voice of reason,Inglewood Ca  ,I always wanted to drive through Cheyenne Wy and listen to Garth Brooks….. just happened 🙌🏼🇺🇸🤠,2022-06-27 06:37:35+00:00,0,1,4,0
67,938172527574224897,HumbleRuthless1,3099,50201,Catch me in traffic ✌🏾 #TruckerLife 🚛💨 #KeepPounding 🏈 #BullsNation 🏀 #Clemson 🐾🏈 #UNC 🏀 #BLM ✊🏿✊🏾✊🏽✊🏼#CamStanAcct  #DreamChasers,"North Carolina, USA",I hate when drivers use their keys to lock their trucks! Lock bruh just hit the lock on the way out,2022-06-27 04:07:56+00:00,0,3,1,0
68,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",I need to see Mackinnon with this cup and then I’m goin to bed,2022-06-27 02:54:33+00:00,0,0,1,0
69,1568966988,Braden_fit,429,6198,25. Festival Goer. 🥳 Fitness. Good vibes only.                                                   IG📷: Braden_fit,"Salt Lake City, UT","#I hate dating in 2022. Everyone wants casual. I just want to cook dinner for you every night, go on spontaneous adventures, stay up all hours of the night talking and laughing, be your best friend and help each other reach all of our goals.",2022-06-27 02:20:19+00:00,0,0,0,0
70,914290353871687680,ArishtaP,72,9434,💕my boyfriend and puppy💕,Cincy | she/her • 🤠,I love tampa,2022-06-27 01:23:08+00:00,1,0,1,0
71,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",I just dont see Tampa losing tonight,2022-06-27 00:32:34+00:00,0,2,0,0
72,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",This Havana syndrome shit has me skeptical,2022-06-27 00:02:55+00:00,0,0,0,0
73,771983905,sarah__graceee,17645,31076,"Part time horse trader, part time equine insurance agent, part time bronc buster, full time momma",Tx,"To have a CHOICE taken from you is the injustice. I made my choice and I don’t regret it a single bit. However, that CHOICE is still a choice I was allowed to make and I think everyone should be free to make their own choices.",2022-06-26 23:58:15+00:00,8,3,133,1
74,4869546503,denise_ricole,704,7248,"IG:iamricoledenise SC:ricole_denise 📍Miami,Fl✨BossGirl ✨","Miami, FL",I feel like shit,2022-06-26 23:03:12+00:00,0,0,0,0
75,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",Tigers SUCK! Lord help us 😪,2022-06-26 22:49:08+00:00,0,3,4,0
76,282928786,grimydiva,425,26571,aspiring golf wife,mi,I get genuinely triggered when people try to rush summer away. It’s the only season I don’t want to actively die,2022-06-26 22:40:06+00:00,0,0,0,0
77,347909007,LookAtTEDDIE,3664,18510,|Father Of Cairo D. Eddie🦁|Louisianimal🦍|Cancer♋️| IG:EddieBoi318🐻,Da Boot🐊,Stayed down until time had to grind just to make it here😤❕,2022-06-26 22:22:40+00:00,1,0,2,0
78,2499398126,cablebox666,320,32250,movies & seattle sports tweeted about here. born & raised in seattle.,14 day limit,half way thru the season torrens is on a pace to hit zero home runs,2022-06-26 22:21:40+00:00,0,0,1,0
79,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I been missing out on all the family events,2022-06-26 22:00:26+00:00,0,0,0,0
80,2252882414,mitchgoad84,629,3396,"Sooner fan, Thunder fan, fan of college football, NFL football and a Dad to 3 beautiful kids.","Pawhuska, OK",It’s time to get ready for OU football.,2022-06-26 21:57:14+00:00,0,0,7,0
81,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,This nap im about to take is personal,2022-06-26 21:52:37+00:00,0,0,0,0
82,347909007,LookAtTEDDIE,3664,18510,|Father Of Cairo D. Eddie🦁|Louisianimal🦍|Cancer♋️| IG:EddieBoi318🐻,Da Boot🐊,"I really been on my sh*t no kizzy, and Thank God for the opportunity everyday 😎🤞🏾‼️",2022-06-26 20:29:21+00:00,0,0,0,0
83,1329526505999921153,kweenalexsuarez,286,1492,"ahh yes, another social platform to overshare on…",Grand Rapids. MI,"hey, fuck you.",2022-06-26 19:25:23+00:00,0,0,1,0
84,950948593,I_m_panicking,197,1315,"Cat servant and tea 🫖 enthusiast, moonlighting as philosopher at Cal State Sacramento",,"Day 4. Leaving South Dakota, to Casper, Wyoming. Apple Maps for some reason rerouted me away from 90 on to 85, but not really complaining, the Great Plains is breathtaking (I’m doing daily updates so search team can find us if anything happens lol)",2022-06-26 17:31:29+00:00,0,0,2,0
85,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,my dad has started to thank me for calling him 🥹🥹 &lt;3 love that man,2022-06-26 16:42:16+00:00,0,0,1,0
86,4869546503,denise_ricole,704,7248,"IG:iamricoledenise SC:ricole_denise 📍Miami,Fl✨BossGirl ✨","Miami, FL",I feel sick asf 😭,2022-06-26 15:06:38+00:00,0,0,0,0
87,256638646,IceColdLyfe,734,65672,Evolving.,Ville ,Getting mansplained about job hopping  at this hour 🙄,2022-06-26 13:44:20+00:00,0,0,0,0
88,797166722,carsonkunnen,1065,5483,"Follower of Jesus Christ. Publicist @ReadBakerBooks and @RevellBooks, @gvsu alum, @wmprsa membership committee. I enjoy hiking, coffee, and community.","Jenison, MI","“I have been crucified with Christ. It is no longer I who live, but Christ who lives in me. And the life I now live in the flesh I live by faith in the Son of God, who loved me and gave himself for me.”
—Galatians 2:20",2022-06-26 13:12:26+00:00,0,0,0,0
89,18601757,intelboy,22,3019,,"Sheridan,Wy","USA home of the free.... unless you are a pregnant woman because the government now owns your body. And now guns have more rights than women.... Next, women cannot be taught school past 8th grade.",2022-06-26 12:31:56+00:00,0,0,0,0
90,717563304219164673,ChippieJoshua,34,598,"Order through Chaos…As Above So Below…Free May Son, Sun of Absent Light, Exposition of Corruption and Deception of Man by Man, That Shot was 1 in a Billion Kids","Dover, DE","Not only that, you sold out with you now hypersexual persona, your double standards when it comes to if a man should protect a woman, pretty much every issue you literally make no logical, or moral sense on nowadays.  You sold out concerts, but you also sold out your soul.",2022-06-26 11:30:56+00:00,0,0,0,0
91,717563304219164673,ChippieJoshua,34,598,"Order through Chaos…As Above So Below…Free May Son, Sun of Absent Light, Exposition of Corruption and Deception of Man by Man, That Shot was 1 in a Billion Kids","Dover, DE","And let me elaborate, it takes a make and a female to create a child 99.9% of the time, rape amounts for less than 5% of all pregnancy…you used to be an icon of decency, you sold out…men have rights too, if you lay down with a man, and he wants a child, just don’t lay down.",2022-06-26 11:28:55+00:00,0,0,0,0
92,347909007,LookAtTEDDIE,3664,18510,|Father Of Cairo D. Eddie🦁|Louisianimal🦍|Cancer♋️| IG:EddieBoi318🐻,Da Boot🐊,Should be breaking somebody daughter back like a Kit Kat 🙃😮‍💨,2022-06-26 09:54:05+00:00,0,0,1,0
93,1474896524375117828,MicaelaSkyy,36,1251,"Trucker by trade, Creative Director by heart | Lover of ALL things ART","Maryland, USA",I don’t get people.,2022-06-26 06:00:41+00:00,0,0,0,0
94,1124454815935811586,fairyp0op,75,2350,"(hailey, any pns)(eat my ass)(taurus☀️,cap🌑, sag🌅)",,"how do u say ""spicy""",2022-06-26 04:37:04+00:00,0,0,0,1
95,124869428,Lstad78,1053,23110,Faith//Father//MOTO ‘15 AMRA champ// Ex Washougal Crew #nationalparkgeek #tech #influencer #moto #PA #MH #Dadvocate #FamilyLawReform,"Idaho, USA",Just saw four Grizzly Bears!!!!,2022-06-26 03:31:04+00:00,0,1,3,0
96,2252882414,mitchgoad84,629,3396,"Sooner fan, Thunder fan, fan of college football, NFL football and a Dad to 3 beautiful kids.","Pawhuska, OK",Man mistakes after mistakes. They’ll get it worked out for tomorrow’s game and come back ready to play.,2022-06-26 02:19:52+00:00,0,0,2,0
97,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"For the record, I saw no difference, protests or violence in my Wyoming community the last two days. 

We are too busy working. 

Must be terrible to live in Blue Cities. 

#2A #RoeVWade",2022-06-26 01:32:22+00:00,1,1,6,0
98,812670830014504966,12newshoe,2372,53507,I like to share my opinions about things.  I'm not always right and I'm not always wrong.  I'm not highly intelligent but I'm not extremely stupid either! 🤣 ??,The State of Confusion ,Are there any bands that you like every one of their songs?  I personally can't think of any.,2022-06-26 01:19:58+00:00,1,6,3,0
99,2252882414,mitchgoad84,629,3396,"Sooner fan, Thunder fan, fan of college football, NFL football and a Dad to 3 beautiful kids.","Pawhuska, OK",Let’s just go ahead and hit that damn grand slam here.,2022-06-26 00:57:49+00:00,0,1,2,0
100,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Quelly Quel lame asf he never want to drink tequila with me,2022-06-26 00:18:20+00:00,0,0,0,0
101,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"I can only imagine how Planned Parenthood is panicking right now. 

#RoeVsWade",2022-06-26 00:14:43+00:00,0,0,0,0
102,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"Those billions $$$ sent to Ukraine would have been really helpful in funding &amp; developing pregnancy centers for needy young mothers. 

#RoeVsWade",2022-06-26 00:09:48+00:00,0,0,4,0
