,author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count,clean_text,label,prob,Suicide Risk Stratification
20,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA",Timer times up Carlos... just like the service I get from DIRECTV... LIES ..,2022-06-30 04:08:37+00:00,0,0,0,0,timer times up carlos    just like the service i get from directv    lies   ,0,0.24485625505145553,None
21,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","Hello, That is not the experience that we want you to have with us. Give us a change to turn it around for you. Please share more details, so we can work on this together. ^CarlosG",2022-06-30 04:07:20+00:00,0,0,0,0,hello  that is not the experience that we want you to have with us  give us a change to turn it around for you  please share more details  so we can work on this together   carlosg,0,0.014814691330747927,None
22,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,time goes by too quickly here 🥺,2022-06-30 03:09:47+00:00,0,0,1,0,time goes by too quickly here  ,1,0.6140077903626251,Low Risk
23,881529859,madiidale,1087,12573,"i have no fear, i have only love • she/her","Sioux Falls, SD",i’m pretty good at drinkin beer,2022-06-30 00:21:06+00:00,1,1,14,0,i m pretty good at drinkin beer,1,0.7450203670676301,Moderate Risk
24,1503833296064688137,BillWayneAnal,68,654,CEO of Wayne Analytics | Yale Alumnus,"New Haven, CT",Just started by Duolingo adventure. Time to learn Chinese.,2022-06-29 23:35:20+00:00,0,1,1,0,just started by duolingo adventure  time to learn chinese ,0,0.0009932784094048952,None
25,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"Finished my 3 clients, I’m bouta ko for the rest of the day",2022-06-29 22:03:16+00:00,0,0,0,0,finished my   clients  i m bouta ko for the rest of the day,0,0.08551613950346243,None
26,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Only my left dimple deep af I hate it 🙃,2022-06-29 21:38:28+00:00,0,0,1,0,only my left dimple deep af i hate it  ,0,0.07970685389751447,None
27,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Everybody think I’m joking but I’m really about to celebrate my half bday 😂,2022-06-29 21:33:40+00:00,0,0,1,0,everybody think i m joking but i m really about to celebrate my half bday  ,0,0.15241602880684393,None
28,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",Really need Michigan to go out there and have a repeat of 2021 to shut all the recruiting watchers up,2022-06-29 21:30:02+00:00,3,11,124,1,really need michigan to go out there and have a repeat of      to shut all the recruiting watchers up,0,0.0950125255624144,None
29,22022775,tmj_wy_nursing,278,423,Follow this account for geo-targeted Healthcare-Nursing job tweets in Wyoming Non-Metro. Need help? Tweet us at @CareerArc!,Wyoming,"Interested in a job in Casper, WY? This could be a great fit. Click the link in our bio to apply: Nurse Practitioner-Family Medicine at Banner Health #familymedicine #healthcarejobs",2022-06-29 20:39:35+00:00,0,0,0,0,interested in a job in casper  wy  this could be a great fit  click the link in our bio to apply  nurse practitioner family medicine at banner health  familymedicine  healthcarejobs,0,0.0010674317241947916,None
30,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","If Michigan can continue to have the winning culture they had last season I honestly don’t care how they go about recruiting, NIL, etc.",2022-06-29 19:25:18+00:00,4,25,116,2,if michigan can continue to have the winning culture they had last season i honestly don t care how they go about recruiting  nil  etc ,0,0.17430456714562198,None
31,391022333,BaileyIAm,274,7910,just a loser with two (2) dogs,in an existential crisis,"I really hope there's no mind readers around me because my brain has been repeating that ""If you spelled applesauce with a B"" song for an hour and I'm not sure that's sustainable for a person",2022-06-29 19:25:04+00:00,0,0,0,0,i really hope there s no mind readers around me because my brain has been repeating that  if you spelled applesauce with a b  song for an hour and i m not sure that s sustainable for a person,0,0.031543834057519655,None
32,172170250,flyyrxpop,605,78687,@flyyrxgaming @thepartypod @bpm_616 ————-cultivating consciousness through conversation.,5th dimension,today i’m grateful for a hot shower. people really sleep on how much of a luxury this is.,2022-06-29 17:54:56+00:00,0,1,0,0,today i m grateful for a hot shower  people really sleep on how much of a luxury this is ,0,0.14819836717520363,None
33,172170250,flyyrxpop,605,78687,@flyyrxgaming @thepartypod @bpm_616 ————-cultivating consciousness through conversation.,5th dimension,"with that being said, i’m challenging myself and all my followers to create a thankful thread where everyday we post at least one thing that we’re grateful for. feel free to join in!",2022-06-29 17:54:56+00:00,0,6,0,0,with that being said  i m challenging myself and all my followers to create a thankful thread where everyday we post at least one thing that we re grateful for  feel free to join in ,0,0.004977544872573523,None
34,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",I think we forget that Michigan landed a lot of recruits in the 2022 class after the 2021 season played out,2022-06-29 17:21:34+00:00,0,6,17,0,i think we forget that michigan landed a lot of recruits in the      class after the      season played out,0,0.00036378517245650447,None
35,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",The worst part about this recruiting talk is that Michigan was literally the best team in the field outside of two teams last season and now that all of a sudden doesn’t matter,2022-06-29 16:54:45+00:00,0,9,20,0,the worst part about this recruiting talk is that michigan was literally the best team in the field outside of two teams last season and now that all of a sudden doesn t matter,0,0.005041356586072733,None
36,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",The “Harbaugh NFL” thing is not playing as big of a factor in recruiting as some people are saying it is,2022-06-29 16:12:57+00:00,2,27,117,1,the  harbaugh nfl  thing is not playing as big of a factor in recruiting as some people are saying it is,0,0.004803834048128918,None
37,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,when will it stop itching??,2022-06-29 03:50:51+00:00,0,0,0,0,when will it stop itching  ,0,0.296689465346134,None
38,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"I miss being laid up so much, this sleeping alone Shìt dead.",2022-06-29 03:43:19+00:00,0,0,0,0,i miss being laid up so much  this sleeping alone sh t dead ,1,0.8353930857053133,Moderate Risk
39,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"Just like that, the #January6thCommiteeHearings effectively covered up Ghislaine Maxwell’s sentencing today for crimes that involved many on the Committee and their counterparts.",2022-06-29 03:15:52+00:00,2,0,4,1,just like that  the  january thcommiteehearings effectively covered up ghislaine maxwell s sentencing today for crimes that involved many on the committee and their counterparts ,0,0.004264340990123272,None
40,1427049347280220161,ILoveBitmart,50,407,"hard working, libertarian, meme loving, artistic crocheter & not brainwashed https://t.co/ENN2BJN3O3","owl's head, ME",just waiting to hear the announcement of 245 Trioxin any day day #checkyourpoo #2face #BETAwards #MODIJIextendNEETUG #Zombies #conspiracy #Corruption,2022-06-29 01:34:38+00:00,2,0,1,0,just waiting to hear the announcement of     trioxin any day day  checkyourpoo   face  betawards  modijiextendneetug  zombies  conspiracy  corruption,0,0.001567906866056852,None
41,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I just got invited running Wtff I need some braids asap 🙄,2022-06-28 23:05:48+00:00,0,0,0,0,i just got invited running wtff i need some braids asap  ,0,0.07395391305633439,None
42,954578041,JKatje,120,3407,http://t.co/pKGUKtWP7G,"Grand Rapids, MI",Watched the Unrivaled: Wings/Avs documentary last night. So many emotional memories from a very different time in hockey. Incredibly well done. #LGRW,2022-06-28 19:05:47+00:00,0,0,0,0,watched the unrivaled  wings avs documentary last night  so many emotional memories from a very different time in hockey  incredibly well done   lgrw,0,0.015941363629797,None
43,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",Halfway through the day and still zero customers :(,2022-06-28 17:49:49+00:00,0,2,10,0,halfway through the day and still zero customers   ,1,0.5762061412286501,Low Risk
44,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI",I’ve upset the boujee coffee drinkers I think,2022-06-28 17:05:03+00:00,0,1,4,0,i ve upset the boujee coffee drinkers i think,0,0.13407684431698014,None
45,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","Full on kool-aid drinking tweet right here, but

I seriously think Michigan has a top 10 group at every position on offense except *maybe* QB next season",2022-06-28 16:20:58+00:00,2,6,33,0,full on kool aid drinking tweet right here  but  i seriously think michigan has a top    group at every position on offense except  maybe  qb next season,0,0.0002953921855409781,None
46,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","Just was able to watch the Wings-Avs documentary, man I wish I was alive for those games",2022-06-28 15:56:53+00:00,2,29,71,3,just was able to watch the wings avs documentary  man i wish i was alive for those games,0,0.06173161035877445,None
47,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I’m sick my Shein order come the day after the 4th,2022-06-28 13:12:10+00:00,0,0,0,0,i m sick my shein order come the day after the  th,0,0.18323379000481224,None
48,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"Official definition of TERRORISM: “The unlawful use of violence and intimidation, especially against civilians, in pursuit of political aims.” 

Where is America’s new “Domestic Terrorism Task Force?” 

You have one job. 

#RoeVWadeprotest",2022-06-28 03:22:30+00:00,0,1,1,0,official definition of terrorism   the unlawful use of violence and intimidation  especially against civilians  in pursuit of political aims     where is america s new  domestic terrorism task force     you have one job     roevwadeprotest,0,5.7281949962653255e-05,None
49,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,I think I’m about to die tbh,2022-06-28 03:11:29+00:00,0,0,0,0,i think i m about to die tbh,1,0.7391670647345258,Moderate Risk
50,1420736848394137603,trixie1111111,71,694,777,,i was so excited to give my man a spa night after a long day of work. but he just wants to play minecraft with his friends🥲,2022-06-28 02:52:22+00:00,0,0,0,0,i was so excited to give my man a spa night after a long day of work  but he just wants to play minecraft with his friends ,0,0.0011536457303183902,None
51,1124454815935811586,fairyp0op,75,2350,"(hailey, any pns)(eat my ass)(taurus☀️,cap🌑, sag🌅)",,MAGGIE I LOVE U HI MAGGIE,2022-06-28 01:16:03+00:00,0,0,0,0,maggie i love u hi maggie,0,0.07590924209483028,None
52,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,my calves are definitely gonna be bigger than my thighs by the end of summer,2022-06-28 01:11:27+00:00,0,0,1,0,my calves are definitely gonna be bigger than my thighs by the end of summer,0,0.009404667413139287,None
53,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",It does not feel like my birthday tomorrow… being old sucks 😓,2022-06-28 01:00:53+00:00,0,1,9,0,it does not feel like my birthday tomorrow  being old sucks  ,0,0.4099368423346776,None
54,1072310156,MrKatsu_,133,2962,(toe knee)⚜️//Sony A7IV - Nikon F3// artist,Somewhere,How tf did I just got yelled at because my sister couldn’t find something in the fridge 🤡,2022-06-28 00:14:46+00:00,0,0,0,0,how tf did i just got yelled at because my sister couldn t find something in the fridge  ,0,0.020391370148877472,None
55,172170250,flyyrxpop,605,78687,@flyyrxgaming @thepartypod @bpm_616 ————-cultivating consciousness through conversation.,5th dimension,I need to hear a comedian do a bit about the blue lives matter flag in relation to snitches lol,2022-06-27 22:35:29+00:00,0,0,0,0,i need to hear a comedian do a bit about the blue lives matter flag in relation to snitches lol,0,0.00035456784334658644,None
56,2499398126,cablebox666,320,32250,movies & seattle sports tweeted about here. born & raised in seattle.,14 day limit,a funny thing in seattle is people will complain about good weather,2022-06-27 20:03:53+00:00,1,2,4,0,a funny thing in seattle is people will complain about good weather,0,0.06391052950067495,None
57,1122913082332864512,UMFanAugdahl,3259,25883,"Born and raised a diehard Michigan fan. GVSU graduate. Yes, Tom Izzo called me an illegal alien on national TV | @SSN_Michigan writer | @CollegeGeeksPod","Grand Rapids, MI","Michigan could really roll out a starting lineup with heights of 

6’2
6’7
6’7
6’8
7’1

And all five can legitimately shoot the three",2022-06-27 18:22:45+00:00,8,15,338,4,michigan could really roll out a starting lineup with heights of                        and all five can legitimately shoot the three,0,0.005905427928076422,None
58,6109452,billyfens,330,11362,"Husband/Daddy in Lebanon, PA.
Deconstructivist.
Nosey know-it-all on the Net.
Not a big fan of events or ceremony.","Lebanon, PA","""On this site, European-Americans did something oppressive &amp;/or dickish to the Native people.""

Most every Western US landmark.",2022-06-27 18:16:46+00:00,0,0,3,0, on this site  european americans did something oppressive  amp  or dickish to the native people    most every western us landmark ,0,8.674987477944917e-06,None
59,125460762,kkrause99,2662,37223,"""Only two forces have ever offered to die for you: Jesus Christ & the American soldier. One died for your soul, the other for your freedom""-DE O'Brien Sgt USMC",MIDMO,"“When you were born, you cried and the world rejoiced. Live your life so that when you die, the world cries and you rejoice.” -Cherokee",2022-06-27 17:09:46+00:00,2,0,6,0, when you were born  you cried and the world rejoiced  live your life so that when you die  the world cries and you rejoice    cherokee,1,0.9942539983465218,High Risk
60,1245137375887425537,WubzBabyK,1783,17632,𝕋𝕂𝔸 𝟛.𝟛.𝟚𝟚 • ℝ𝕚𝕡 ℂ𝕋𝔽 • 𝕃𝕒𝕓 𝔾𝕣𝕠𝕦𝕡 𝟜 𝕃𝕚𝕗𝕖 🔬🖤 • Wakaan 👐🏼,Cancer ☽ Aquarius ↑ Capricorn ,Holy shit Electric Forest was one for the books,2022-06-27 15:06:12+00:00,10,1,59,0,holy shit electric forest was one for the books,0,0.024160372532658507,None
61,4869546503,denise_ricole,704,7248,"IG:iamricoledenise SC:ricole_denise 📍Miami,Fl✨BossGirl ✨","Miami, FL",I feel horrible,2022-06-27 14:08:35+00:00,0,0,1,0,i feel horrible,1,0.8451486644786221,Moderate Risk
62,903272154761793536,AbbieNicholas2,1226,5859,married to a cowboy @taylornichola20 | academy mortgage loan officer NMLS # 1736012 | ID + CO + UT + WY,"Wyoming, USA","What goes through my head as someone who has been trying to get pregnant for 5 yrs…
Scenario:
1 day late for period
My brain:
-It’s happening! Take a test right now
-Wait. Don’t take a test. This has happened before. You’ll just hurt your own feelings
-But this feels *different*",2022-06-27 13:16:57+00:00,2,6,63,0,what goes through my head as someone who has been trying to get pregnant for   yrs  scenario    day late for period my brain   it s happening  take a test right now  wait  don t take a test  this has happened before  you ll just hurt your own feelings  but this feels  different ,1,0.9813485480766061,High Risk
63,1023527873897005057,Holden_WX,2278,12088,"Weather + outdoors. | #SCnative turned #Oregonian AM Meteorologist @KTVL | @UNCCweather Alum Christ Follower, hiker, photographer & coffee addict.","Oregon, USA",currently brushing my teeth in an open field with the Tetons on the horizon and bison beside me. Life is good folks.,2022-06-27 11:56:02+00:00,0,2,35,0,currently brushing my teeth in an open field with the tetons on the horizon and bison beside me  life is good folks ,0,0.10724673994224063,None
64,4583957783,MiamiDagreat,1435,25899,🇯🇲+🇭🇹+🇹🇹over the road truck driving trainer and a Sagittarius man and hometown Miami Broward boy till I die single Father love my son 🧑🏽‍🦱,Atlanta ✈Miami  ,Can someone tell me what happened to Covid-19 it just went a way 🤔,2022-06-27 09:14:45+00:00,0,0,0,0,can someone tell me what happened to covid    it just went a way  ,0,0.40599511913957265,None
65,746922085251846145,sidneey_breanna,342,11208,I live and I love 💛 // I’m here for a good time not a long time 🥰,sleeping or out & about,These past couple of days with my family have been truly amazing I missed them 😭❤️ it sucks they live all the way over here but I’m grateful when I do see them 💗,2022-06-27 07:34:27+00:00,0,0,2,0,these past couple of days with my family have been truly amazing i missed them     it sucks they live all the way over here but i m grateful when i do see them  ,1,0.9977067449301272,High Risk
66,396265535,JeffMartinez24,386,13324,Voice of reason,Inglewood Ca  ,I always wanted to drive through Cheyenne Wy and listen to Garth Brooks….. just happened 🙌🏼🇺🇸🤠,2022-06-27 06:37:35+00:00,0,1,4,0,i always wanted to drive through cheyenne wy and listen to garth brooks    just happened      ,0,0.09142964255530592,None
67,938172527574224897,HumbleRuthless1,3099,50201,Catch me in traffic ✌🏾 #TruckerLife 🚛💨 #KeepPounding 🏈 #BullsNation 🏀 #Clemson 🐾🏈 #UNC 🏀 #BLM ✊🏿✊🏾✊🏽✊🏼#CamStanAcct  #DreamChasers,"North Carolina, USA",I hate when drivers use their keys to lock their trucks! Lock bruh just hit the lock on the way out,2022-06-27 04:07:56+00:00,0,3,1,0,i hate when drivers use their keys to lock their trucks  lock bruh just hit the lock on the way out,0,0.005472281331742371,None
68,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",I need to see Mackinnon with this cup and then I’m goin to bed,2022-06-27 02:54:33+00:00,0,0,1,0,i need to see mackinnon with this cup and then i m goin to bed,0,0.08946478664702029,None
69,1568966988,Braden_fit,429,6198,25. Festival Goer. 🥳 Fitness. Good vibes only.                                                   IG📷: Braden_fit,"Salt Lake City, UT","#I hate dating in 2022. Everyone wants casual. I just want to cook dinner for you every night, go on spontaneous adventures, stay up all hours of the night talking and laughing, be your best friend and help each other reach all of our goals.",2022-06-27 02:20:19+00:00,0,0,0,0, i hate dating in       everyone wants casual  i just want to cook dinner for you every night  go on spontaneous adventures  stay up all hours of the night talking and laughing  be your best friend and help each other reach all of our goals ,0,0.4133753626956854,None
70,914290353871687680,ArishtaP,72,9434,💕my boyfriend and puppy💕,Cincy | she/her • 🤠,I love tampa,2022-06-27 01:23:08+00:00,1,0,1,0,i love tampa,0,0.20059174027559046,None
71,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",I just dont see Tampa losing tonight,2022-06-27 00:32:34+00:00,0,2,0,0,i just dont see tampa losing tonight,1,0.8693577964886784,Moderate Risk
72,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",This Havana syndrome shit has me skeptical,2022-06-27 00:02:55+00:00,0,0,0,0,this havana syndrome shit has me skeptical,1,0.5994923626729373,Low Risk
73,771983905,sarah__graceee,17645,31076,"Part time horse trader, part time equine insurance agent, part time bronc buster, full time momma",Tx,"To have a CHOICE taken from you is the injustice. I made my choice and I don’t regret it a single bit. However, that CHOICE is still a choice I was allowed to make and I think everyone should be free to make their own choices.",2022-06-26 23:58:15+00:00,8,3,133,1,to have a choice taken from you is the injustice  i made my choice and i don t regret it a single bit  however  that choice is still a choice i was allowed to make and i think everyone should be free to make their own choices ,1,0.9971951334602838,High Risk
74,4869546503,denise_ricole,704,7248,"IG:iamricoledenise SC:ricole_denise 📍Miami,Fl✨BossGirl ✨","Miami, FL",I feel like shit,2022-06-26 23:03:12+00:00,0,0,0,0,i feel like shit,1,0.6250658906877977,Low Risk
75,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",Tigers SUCK! Lord help us 😪,2022-06-26 22:49:08+00:00,0,3,4,0,tigers suck  lord help us  ,0,0.004425478871308746,None
